DT_35007_N034	5608	TBL_ID,PRD_DE,ITM_NM,DT,UNIT_NM,ORG_ID,C4_NM,C3_NM,C2_NM,PRD_SE,LST_CHN_DE,ITM_ID,C1,C2,C2_OBJ_NM,C3,UNIT_NM_ENG,C4,C1_NM,TBL_NM,C1_OBJ_NM,C3_OBJ_NM,C4_OBJ_NM	DT_35007_N034,2010,종합판정현황,235892,명,350,계,계,합계,A,2015-11-10,001,15350AC400A1,001,성별,001,In person,004A,서울,시군구별 성별 영유아 건강검진 종합판정현황,시군구별,영유아연령별,검진결과별
DT_35007_N035	3158	TBL_ID,PRD_DE,ITM_NM,DT,UNIT_NM,ORG_ID,C2_OBJ_NM_ENG,C3_NM,C2_NM,PRD_SE,LST_CHN_DE,ITM_ID,C1,C2,C2_OBJ_NM,C3,UNIT_NM_ENG,C1_OBJ_NM_ENG,C1_NM,C1_NM_ENG,TBL_NM,C1_OBJ_NM,C3_OBJ_NM,C2_NM_ENG	DT_35007_N035,2024,대상인원,4108060,명,350,By gender,일반건강검진,합계,A,2026-01-09,001,15350AC400A1,001,성별,001,In person,By District,서울특별시,Seoul,시군구별 성별 구강검진 대상 및 수검인원 현황,시군구별,구강검진대상자별,
DT_35007_N036	489	TBL_ID,PRD_DE,ITM_NM,DT,UNIT_NM,ORG_ID,C3_NM,C2_NM,PRD_SE,LST_CHN_DE,ITM_ID,C1,C2,C2_OBJ_NM,C3,UNIT_NM_ENG,C1_NM,TBL_NM,C1_OBJ_NM,C3_OBJ_NM	DT_35007_N036,2024,수검인원,0,명,350,영유아건강검진,여자,A,2026-01-09,002,016,003,성별,003,In person,85세 이상,연령별 성별 구강검진 대상 및 수검인원 현황,연령별,구강검진대상자별
DT_35007_N037	598	TBL_ID,PRD_DE,ITM_NM,DT,UNIT_NM,ORG_ID,C3_NM,C2_NM,PRD_SE,LST_CHN_DE,ITM_ID,C1,C2,C2_OBJ_NM,C3,UNIT_NM_ENG,C1_NM,TBL_NM,C1_OBJ_NM,C3_OBJ_NM	DT_35007_N037,2013,종합소견현황,8733,명,350,이닦는 방법 교육받아야 함,여자,A,2016-02-03,001,15350AC400I1,003,성별,003,In person,강원,시도별 성별 일반건강검진 대상자 구강검진 종합소견 현황,시도별,구강검진 결과별
DT_35007_N038	534	TBL_ID,PRD_DE,ITM_NM,DT,UNIT_NM,ORG_ID,C3_NM,C2_NM,PRD_SE,LST_CHN_DE,ITM_ID,C1,C2,C2_OBJ_NM,C3,UNIT_NM_ENG,C1_NM,TBL_NM,C1_OBJ_NM,C3_OBJ_NM	DT_35007_N038,2013,종합소견현황,101,명,350,기타,여자,A,2015-01-14,001,016,003,성별,011,In person,85세 이상,연령별 성별 일반건강검진 대상자 구강검진 종합소견 현황,연령별,구강검진결과별
DT_35007_N039	631	TBL_ID,PRD_DE,ITM_NM,DT,UNIT_NM,ORG_ID,C3_NM,C2_NM,PRD_SE,LST_CHN_DE,ITM_ID,C1,C2,C2_OBJ_NM,C3,UNIT_NM_ENG,C1_NM,TBL_NM,C1_OBJ_NM,C3_OBJ_NM	DT_35007_N039,2013,종합소견현황,596,명,350,이닦는 방법 교육받아야 함,여자,A,2015-01-14,001,15350AC400I1,003,성별,003,In person,강원,시도별 성별 생애전환기(40세) 건강진단 대상자 구강검진 종합소견 현황,시도별,구강검진결과별
DT_35007_N040	630	TBL_ID,PRD_DE,ITM_NM,DT,UNIT_NM,ORG_ID,C3_NM,C2_NM,PRD_SE,LST_CHN_DE,ITM_ID,C1,C2,C2_OBJ_NM,C3,UNIT_NM_ENG,C1_NM,TBL_NM,C1_OBJ_NM,C3_OBJ_NM	DT_35007_N040,2013,종합소견현황,296,명,350,이닦는 방법 교육받아야 함,여자,A,2015-01-14,001,15350AC400I1,003,성별,003,In person,강원,시도별 성별 생애전환기(66세) 건강진단 대상자 구강검진 종합소견 현황,시도별,구강검진결과별
DT_35007_N041	402	TBL_ID,PRD_DE,ITM_NM,DT,UNIT_NM,ORG_ID,C4_NM,C3_NM,C2_NM,PRD_SE,LST_CHN_DE,ITM_ID,C1,C2,C2_OBJ_NM,C3,UNIT_NM_ENG,C4,C1_NM,TBL_NM,C1_OBJ_NM,C3_OBJ_NM,C4_OBJ_NM	DT_35007_N041,2011,종합판정현황,666,명,350,양호,4세,남자,A,2015-11-10,001,15350AC400I1,002,성별,002,In person,004C,강원,시도별 성별 영유아 건강검진 대상자 구강검진 종합판정 현황,시도별,영유아연령별,검진결과별
DT_35007_N042	4310	TBL_ID,PRD_DE,ITM_NM,DT,UNIT_NM,ORG_ID,C2_OBJ_NM_ENG,C3_NM,C2_NM,PRD_SE,LST_CHN_DE,ITM_ID,C1,C2,C2_OBJ_NM,C3,UNIT_NM_ENG,C1_OBJ_NM_ENG,C1_NM,C1_NM_ENG,TBL_NM,C1_OBJ_NM,C3_OBJ_NM,C2_NM_ENG	DT_35007_N042,2024,시도별 성별 질환력(과거력 가족력) 관련 문항,1905957,명,350,By gender,모름,여자,A,2026-01-09,001,15350AC400Z1,003,성별,00404,Person,By province,계,,시도별 성별 질환력(과거력 가족력) 관련 문항,시도별,문진결과별,Female
DT_35007_N043	3217	TBL_ID,PRD_DE,ITM_NM,DT,UNIT_NM,ORG_ID,C3_NM,C2_NM,PRD_SE,LST_CHN_DE,ITM_ID,C1,C2,C2_OBJ_NM,C3,UNIT_NM_ENG,C1_NM,TBL_NM,C1_OBJ_NM,C3_OBJ_NM	DT_35007_N043,2024,연령별 성별 질환력(과거력 가족력) 관련 문항,16269,명,350,모름,여자,A,2026-01-09,001,016,003,성별,00404,Person,85세 이상,연령별 성별 질환력(과거력 가족력) 관련 문항,연령별,문진결과별
